inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,17.106601717798213,17.227922061357855,17.349242404917497,18.47056274847714,20.97056274847714,22.67766952966369,23.97056274847714,25.47056274847714,26.763455967290593,27.763455967290593,28.763455967290593,29.763455967290593,31.263455967290593,33.7634559672906,36.2634559672906,36.00609665440987,36.420310216782966,37.420310216782966,38.420310216782966,39.920310216782966,inf
inf,14.606601717798213,15.227922061357855,16.349242404917497,17.849242404917497,19.849242404917497,21.849242404917497,23.849242404917497,25.349242404917497,26.349242404917497,27.349242404917497,inf,30.17766952966369,31.67766952966369,33.67766952966369,34.71320343559643,35.00609665440987,36.00609665440987,37.00609665440987,38.50609665440987,39.00609665440987,inf
inf,13.106601717798213,14.227922061357855,16.727922061357855,18.47056274847714,20.47056274847714,22.97056274847714,24.67766952966369,25.97056274847714,26.763455967290593,27.763455967290593,inf,31.17766952966369,31.591883092036785,32.59188309203678,33.59188309203678,34.59188309203678,35.59188309203678,36.59188309203678,37.59188309203678,38.59188309203678,inf
inf,12.106601717798213,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,35.00609665440987,36.00609665440987,37.50609665440987,38.00609665440987,39.00609665440987,inf
inf,11.485281374238571,9.985281374238571,8.863961030678928,8.449747468305834,8.863961030678928,inf,2.121320343559643,1.0,1.4142135623730951,2.414213562373095,inf,inf,inf,inf,inf,36.00609665440987,36.420310216782966,37.920310216782966,40.00609665440987,40.834523779156065,inf
inf,12.106601717798213,inf,7.863961030678928,7.449747468305833,8.571067811865476,inf,1.0,0,1.0,2.0,inf,inf,inf,inf,inf,37.00609665440987,37.920310216782966,37.83452377915606,38.83452377915606,40.33452377915606,inf
inf,inf,inf,7.778174593052023,6.449747468305833,inf,inf,1.4142135623730951,1.0,1.4142135623730951,2.414213562373095,inf,41.420310216782966,40.420310216782966,39.420310216782966,38.420310216782966,38.00609665440987,38.420310216782966,39.33452377915606,39.24873734152915,40.24873734152915,inf
inf,11.571067811865476,inf,7.156854249492381,5.656854249492381,4.32842712474619,2.8284271247461903,inf,inf,inf,inf,inf,41.83452377915606,40.83452377915606,39.83452377915606,39.420310216782966,39.00609665440987,39.420310216782966,39.83452377915606,40.24873734152915,40.66295090390224,inf
inf,9.778174593052023,8.742640687119286,6.742640687119286,5.242640687119286,4.242640687119286,3.8284271247461903,inf,inf,inf,inf,inf,42.24873734152915,41.24873734152915,41.33452377915606,40.920310216782966,40.00609665440987,40.920310216782966,41.33452377915606,41.24873734152915,42.16295090390224,inf
inf,8.65685424949238,7.656854249492381,6.656854249492381,5.656854249492381,5.242640687119286,5.32842712474619,inf,inf,inf,inf,inf,42.66295090390224,42.74873734152915,43.33452377915606,42.834523779156065,41.00609665440987,42.834523779156065,43.33452377915606,43.24873734152915,44.07716446627534,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
